element_id,part_num,color_id,design_id
6116229,43888,158,43888
6109495,54200,158,54200
6134708,24715pr0001,158,24715
6293859,87606,14,35332
6117276,18592,158,18592
6109486,15209,158,15209
6109556,53451,158,88513
6122287,3626cpr1744,158,22509
4143566,6178,115,6178
6056416,30367c,158,30367
6104578,3004,158,3004
4265175,49423,178,49423
4271185,53384,178,53384
4265166,47299,178,47299
4271186,45274,178,45274
4182849,3626b,320,3626
4271187,48253,178,48253
4223108,48495,178,48495
4265164,47298,178,47298
4218324,47459,178,47459
4265622,53069,178,53069
4164474,3437,178,3437
4196993,43559,178,43559
428276,4282,0,""
4196990,43558,178,43558
6102368,92198pr0019,78,19833
4273735,42013,179,42013
6118824,18821pr0001,179,18958
4624041,90639pr0020,179,96102
4632619,90640,179,90640
6116600,21459,158,21459
6122722,58247,179,58247
6126569,970c30pr0956,179,23920
6074995,90639pr0032,179,17675
6062564,3626cpr1327,179,16075
6054858,62462,179,62462
6133393,973c30h12pr3167,179,76382
4177424,32007,179,32007
6131795,973c30h12pr3196,179,76382
6102795,19089,179,19089
6038415,85863pr0114,179,14314
6118865,21747,158,21747
6106710,20251,179,20251
4615594,2570,179,2570
4506025,51547pr0003,179,51547
6060841,90639pr0028,179,16435
6120006,21858,158,21858
4270002,47431,151,47431
6046398,13608,179,13608
6113047,14769,158,14769
6057898,6141,158,6141
4653173,98369,179,98369
6154292,93059,179,24458
6339200,30292,0,72154
4632585,90661,179,90661
6099368,3023,158,3023
4187590,44938,135,44938
6369188,3023,78,3023
4493549,50623,297,50623
6021716,45411,15,45411
4518501,60925,135,60925
4504534,57527,179,57527
6103763,98603s02pr0004,179,20181
4631264,30033,179,30033
6103444,11402,179,11402
4655095,63153,179,63153
6058342,98341,179,98341
4612783,51708,179,51708
6147215,30608,179,30608
386105,3861b,19,""
4617729,85969,179,85969
4624417,45141,179,45141
6302719,66858,14,66858
6128993,22385,179,22385
6128617,22400,179,22400
6129662,24097pat0001,179,24097
6227727,970c03pr1525,0,38849
4620068,78c18,179,72039
6024040,11107,179,11107
6057885,3626cpr1301,179,16275
4569627,88295,135,88295
6125452,3626cpr1790,179,23840
4609595,64275,179,64275
4184111,4095,484,""
4227602,32175,71,32175
6507896,47847,41,33458
6128615,22395,179,22395
4612762,53543,179,53543
4612765,41669,179,41669
6071174,87559,179,87559
6134587,23860,179,23860
6059314,95342,179,95342
4651533,98135,179,98135
6078442,18031,179,18031
4624615,4528,179,4528
6024215,11113pr0001,179,13193
6119446,62604pat0002,179,21834
4617190,87747,179,87747
6144706,41879a,179,41879
4609613,57543,179,57543
6121450,21562,179,21562
6060849,90639pr0030,179,16437
4597263,3960,19,""
4659325,98581,179,98581
6105951,19215,179,19215
4655097,54821,179,54821
6001087,98589,179,98589
6060844,90639pr0029,179,16436
4656388,89524,179,89524
4525714,61803,179,61803
6124042,53551,179,53551
6057900,3626cpr1309,179,16282
4609607,87797,179,87797
4609610,87796,179,87796
6030198,58176,179,58176
4525710,61799,179,61799
4620278,31445,179,31445
6161155,18654,179,18654
4614461,2432,179,2432
4609594,61801,179,61801
6001449,61403,179,61403
6006421,33320,179,33320
4618270,93550,179,93550
6357796,11477,78,11477
6047418,11477,179,11477
6138684,24077,179,24077
6127095,2594,179,2594
6124041,98562,179,98562
6102756,15395,179,15395
4618431,32580,179,32580
4252703,50908,179,50908
4504986,57544,135,57544
6153590,98369,179,98369
4612901,53451,179,88513
6030333,98138pr0012,179,13541
4525712,61801,135,61801
4507719,53566,135,53566
4494485,53582,135,53582
4494495,54275,135,54275
4494947,51268,135,51268
4251745,32175,135,32175
4254506,40341,135,40341
4539602,54086,135,54086
4570057,88954,320,""
6056244,11338,179,11338
4622777,59577,179,59577
6103410,30238,179,30238
4162480,4856a,320,4856
4611884,3849,179,3849
6016612,11403c01pr0003,322,11403
4649271,98564,179,98564
6097425,18987,179,18987
4618133,93555,179,93555
4549800,60917,179,60917
6057851,16265,179,16265
6055647,11096,179,11096
6160963,2550c02,179,99402
4518499,60923,179,60923
4609593,60926,179,60926
407126,4071,0,""
4624473,93594,179,93594
4125250,3043,7,3043
6121440,21755,179,21755
6093626,15064,179,15064
6014036,87745,179,87745
6099399,30132,179,88419
6114577,98603s02pr0013,179,21165
6024376,75c23,179,76254
6021583,11103,179,11103
6143918,3626cpr1896,179,25956
6131853,21970pr0001,179,24311
4256802,44807,135,44807
6016984,10054pr0001,179,11798
6001060,98568pat0003,179,98568
4611879,3847,179,3847
6077718,3626cpr1442,179,17857
6038687,3837,179,3837
6107391,18978,179,18978
4659664,33322,179,33322
6219720,6219720,9999,""
4609611,60928,179,60928
6507875,95228,34,28662
6114369,20478,179,20478
4617728,50914,179,50914
6102594,18976,179,18976
6008482,98458,179,98458
4622780,43559,179,43559
4618184,64644,179,64644
6102834,11268,179,11268
389917,3899,77,""
6097795,3626cpr1570,179,19299
6087593,18165,179,18165
4227833,49193,72,""
4504985,57535,179,57535
6120593,20917pat0001,179,20917
4504972,57545,179,57545
4622785,44814,179,44814
6106303,56145,179,56145
6083456,78c07,179,57719
6037878,11106,179,11106
6020294,11252,179,11252
4617492,78c11,179,71986
6121354,11610,179,11610
4494303,53587,135,53587
6021271,12618,179,12618
6000084,98338,179,98338
6002763,10053,179,10053
6089079,18183pr0001,179,18785
4178663,44033,135,44033
4591599,92207,179,92207
6114326,20474,179,20474
6115891,90626,179,90626
6151391,23983,179,23983
6114379,20480,179,20480
4617726,42074,179,42074
4200917,44847,179,44847
4506026,51547pr0004,179,51547
4494077,53577,135,53577
6129606,3626cpr1817,179,24140
4506530,57575,135,57575
4611880,59232,179,59232
4632651,90639pr0006,179,93194
4252685,50906,135,50906
4655241,98138,179,98138
6062932,32200,179,32200
4275513,51642,135,51642
4175939,32551,135,32551
4223959,32552,135,32552
4544658,64308,135,64308
6088641,93555,179,18754
4632100,61072,179,61072
6135468,22402,179,22402
4653523,87812pat0003,179,87812
4612558,58088,179,58088
6005203,44772,0,44772
6104264,18789,179,18789
6262524,90398pr0049,15,51083
4615601,6504,179,6504
4646815,98132,179,98132
6062701,3626cpr1361,179,16194
6019612,95678pr0007,19,""
4625881,92233,179,92233
6096407,18742,179,18742
4615605,63153,179,63153
4612829,89522,179,89522
4613255,30367c,179,30367
6275872,25269,78,25269
4615375,87812pat0002,179,87812
4242006,51152,9999,""
4617601,2214,179,2214
6072685,15727,179,15727
4518502,60926,179,60926
6413118,10100892,9999,""
4278014,6046,179,6046
4609590,87828,179,87828
6078607,11153,179,11153
4215827,44140,135,44140
6107389,2343,179,6269
4290354,2300,25,""
6001088,98597,179,98597
4609589,87824,179,87824
6078445,15444,179,15444
4609600,62233,179,62233
4610287,87811,179,87811
4609609,87810,179,87810
4633692,30385,179,30385
4620070,78c02,179,72504
6027724,30367cpr0011,179,13291
4617762,30367cpr0011,179,86410
4591595,92203,179,92203
6034914,91884pr0005,179,14026
6028336,90639pr0023,179,13310
4290387,2300,4,""
6064117,16600,179,16600
6131790,22487,179,22487
6076677,91884,179,17835
6104346,19305pr0002,179,20281
6127053,22393,179,22393
6092500,93273,179,93273
4646777,2222,179,2222
6134353,90639,179,90639
6001646,92235,179,73914
4632610,90641,179,90641
6070084,15090,179,15090
6035010,11098,179,11098
6125711,4503,179,4503
4651535,98141,179,98141
6162578,18041,179,18041
6004930,43898,179,43898
6058068,95326,179,95326
4591616,92217,179,92217
4625146,49668,179,49668
4624598,48245,179,48245
6078241,98138pr0024,179,17968
6287665,65998,9999,""
4203309,46453,179,46453
4494989,46453,179,46453
6121442,21560,179,21560
4632598,90636,179,90636
4544662,64299,179,64299
6021362,2587,179,2587
6338227,43710,25,43710
4632589,90652,179,90652
6016208,11271,179,11271
6029370,13384,9999,""
4265626,53070,135,53070
4494953,51702,135,51702
4252706,50910,135,50910
4501820,58089,135,58089
6002768,10054,179,10054
4256813,50625,179,50625
6177823,27507,378,27507
4236020,32506,135,32506
4622564,31042,179,31042
6151895,93224c02pr0004,179,26596
6021268,12617,179,12617
6097810,59229,179,59229
4504967,57533,179,57533
6473753,80029,30,""
6132264,32028,179,32028
4620396,95350pat0001,179,95350
6334047,3795,31,3795
6114372,20479,179,20479
6009242,64802,1103,64802
4646867,98139,179,98139
4519533,57541,179,57541
6100892,15976,179,15976
4625564,53989,179,58342
6037510,89520,179,89520
4626750,54271,1103,54271
6022571,2587pr0023,179,90977
6123785,50745,179,50745
6123838,32187,179,32187
4591620,92221,179,92221
4622701,32373,179,32373
6137964,21561pr0008,179,25163
6134150,2340,14,2340
6019178,87994,179,87994
6024863,11279,179,11279
6016220,11281,179,11281
6114675,20313,179,20313
6114674,20312,179,20312
6069420,15343,179,15343
4527066,62695,179,62695
6076488,15368,179,15368
6167576,4006,179,4006
6058160,15470,179,15470
6124928,92738,179,92738
4613401,92547pr0010,179,92547
6103038,19992,179,19992
4604246,92201,179,92201
6060832,90639pr0027,179,16433
4609604,87799,179,87799
6054533,41530,179,41530
4504971,57540,179,57540
6112788,973c30h14pr3006,179,76382
6152153,970c30pr1068,179,26672
6101871,19730,179,19730
6102798,19151,179,19151
4616331,30175,179,30175
6080798,64392,179,64392
6117275,18592,179,18592
4655806,98138pr0007,179,73646
4632099,2446,179,30124
6079017,61403,179,61403
6089098,18787,179,18787
4557118,85863,179,85863
6032057,98343pr0003,179,10455
6107393,18979,179,18979
6463355,3961,19,3961
6057888,3626cpr1307,179,16278
6062222,3626cpr1338,179,16128
6109816,20394,179,20394
4667165,57520pr0001,179,64889
4525989,53574,179,53574
6102895,87841,179,87841
6326112,25269pr0029,3,73006
4612900,30173a,179,30173
4646776,4894,179,4894
4275515,51641,135,51641
6347318,44375b,322,44375
4659335,92220,179,92220
4613382,30173a,179,88420
6037408,11092,179,11092
4619697,53454,179,53454
4252695,50915,135,50915
4242613,2564,135,2564
4254629,45275,135,45275
4221451,44808,135,44808
4494487,54171,135,54171
6150296,30367cpr1001,179,26448
6147539,98567,179,98567
6094081,64712,179,64712
4649288,98347,179,98347
6080631,57906,179,57906
4646783,31171,179,31171
4622770,64264,179,88507
6030184,30171,179,30171
6152106,973c30h12pr3402,179,76382
6020238,3846pr0004,179,12645
6137829,90638,179,90638
4238327,47295,135,47295
4646774,45146,179,45146
4617460,62701,179,62701
4667792,92202,179,92202
4654422,98137,179,98137
6032942,87610pr0002,179,13830
4612767,57528,179,57528
6097639,40378,179,40378
6038196,98375,179,98375
6431074,14769pr1253,31,102493
4609605,87798,179,87798
6060833,40379,179,40379
4519534,57526,179,57526
6296502,2723,3,2723
6097129,19026pr0001,179,19191
6122111,62605pr0002,179,22377
6057642,98132,179,98132
6380639,28588,0,28588
6023717,85863pr0059,179,93936
6327751,973c03h01pr9999,15,""
6125856,93062c02,179,93062
6132436,55982,179,55982
6057558,11217pr0012,179,16191
6129453,22391,179,22391
4611882,60752,179,60752
4549656,64330,179,64330
6062700,3626cpr1360,179,16193
6071642,17014pr0001,179,17467
4611885,64648,179,64648
4494595,53984,135,53984
6121350,59900,179,59900
4620081,78c04,179,71984
6129534,22408,179,22408
6080797,64682,179,64682
6078299,88289,179,88289
6113081,92818c01pr0010,179,92818
6034689,13562,179,13562
6021669,98564,179,98564
6102789,19087,179,19087
6032723,90650,179,90650
6305124,973c22h01pr9724,4,76382
6121357,90641,179,90641
6080799,64683,179,64683
6125244,3626cpr1785,179,23814
4609774,64713,179,64713
6057658,15074pr0001,179,15760
6105945,970c30pr0823,0,20422
6102809,15362,179,15362
6062217,3626cpr1340,179,16133
4609608,87809,179,87809
4275510,51663,135,51663
4619636,2412b,179,2412
6276837,32271,72,42160
4609591,87791,179,87791
4494843,51706,135,51706
4494059,53545,135,53545
4590453,51706,135,51706
4494492,54272,135,54272
6055651,50859b,179,50859
4497140,57565,179,57565
4615604,62695,179,62695
4609602,61800,179,61800
4504965,57529,179,57529
4620277,47509,179,47509
6008483,98313,179,76116
4504538,57528,135,57528
4494064,2488,135,2488
4275511,51645,135,51645
4178662,44032,135,44032
6103430,970l38r30pr0806,71,20130
4497147,57572,179,57572
6104343,19305,179,""
4617724,57565,179,57565
4614349,92216,179,92216
4609612,53586,179,53586
426371,4263,4,""
4518504,60928,179,60928
4290398,2300,19,""
6033999,98366,179,98366
6127036,22388,179,22388
6020190,76764,179,76764
6134602,24104c01,179,24104
6125675,4738c,179,4738
4526633,61805,179,61805
6021540,62359,179,62359
4525719,61808,179,61808
6064049,92338,179,92338
6077824,32525,179,64290
6029660,11097,179,11097
4617594,52923,179,52923
6103407,10172,179,10172
4625600,92223,179,92223
4653172,98370,179,98370
4657470,92222,179,92222
6030273,55817,179,55817
4591610,92214,179,92214
4614302,92211,179,92211
4591601,92209,179,92209
4620083,78c09,179,71917
4494065,6075,179,6075
6027618,98592,179,98592
6006541,98138pr0010,179,10792
4622776,44817,179,44817
6117400,98138pr0035,179,21610
6080800,64391,179,64391
6024370,75c12,179,60676
6000291,95673,179,95673
6056235,15339,179,15339
6069076,15341,179,15341
6055159,30367cpr1001,179,15795
6338228,48933,25,48933
4615603,61795,179,61795
6078349,18018,179,18018
6369192,48092,78,48092
4636105,88811,179,88811
4612787,51268,179,51268
6069418,15351,179,15351
4609596,54821,179,54821
6079016,30367cpr1005,179,18111
6116017,78c03,179,21164
4614379,51706,179,51706
6096993,18920,179,18920
6125710,30273,179,30273
4655313,92338,179,92338
6122351,21922pr0001,179,21938
6039891,2587pr0032,179,14495
6019175,93216,179,93216
4586189,89849,179,89849
4497146,57571,135,57571
4518506,60930,135,60930
6134601,24101c01,179,24101
4612177,2587pr0023,179,90977
6104158,98138pr0030,179,20261
6104341,19303pr0002,179,20279
6100089,44817,179,44817
6037507,3844,179,3844
6020990,75937,179,75937
6083508,15068,179,15068
4612828,6041,179,6041
4611881,2587,179,2587
6035732,93059,179,93059
6058339,92218,179,92218
6160287,10172pr0001,179,27967
4630741,4375,179,4375
4275512,51644,135,51644
4252701,50914,135,50914
4494483,53550,135,53550
4215461,44936,135,44936
4494058,53546,135,53546
4528719,44032,135,44032
4255123,50926,135,50926
6060785,87806pat0003,179,87806
6273638,970c10pr1754,320,55294
6101990,98133pr0013,179,19759
6404125,22385pr9966,4,100367
6102606,19049,179,19049
6020234,2587pr0030,179,12643
4290353,2300,15,""
6076604,50943,179,50943
4632642,90639,179,90639
6129364,53586,179,53586
6029310,12886pr0001,179,13374
4654139,98341pr0002,179,70506
6078298,12617pr0001,179,17980
6030530,98138pr0007,179,73646
6004345,10187,179,10187
6133548,3942c,179,14918
4654164,98341pr0005,179,70520
6120582,90640,179,14533
6073701,90639pr0031,179,17569
4209862,6196,179,6196
4218527,47315,135,47315
6055486,15475pr0002,179,15837
4527840,53548,179,53548
6092499,13731,179,13731
4652178,98582,179,98582
6000192,98563,179,98563
6044636,57539,179,14925
6147049,24246,182,24246
6001583,98348,182,98348
4275239,53660,182,53660
4515978,3437,182,31460
6181852,26913,15,26913
6097148,19020,182,19020
6296243,61487,15,61487
6138486,24093pr0002,182,25220
4653399,98138pr0001,182,99967
4579178,87959pr0001,182,87959
4294867,32174,182,32174
6104016,49668,182,49673
4261397,6126b,182,6126
4570659,87748pr0003,182,89160
4587343,85054pr0001,182,89669
4567338,59900,182,64288
4221195,4589,182,6188
6032076,98344pr0002,182,10475
6108173,46212,182,46212
6483477,35701,25,""
6117721,57906,182,57906
4505360,23221,182,23221
6271153,32009,1,41486
6126958,2571,182,2571
4507003,2466,182,30226
6061560,3941,182,6116
4278409,2654,182,54196
4519985,30251,182,30251
6109457,3070b,182,30039
4187591,45274,135,45274
4221167,3957a,182,30064
4541536,30385,182,30385
6097654,2412b,182,30244
4261934,3040b,182,6270
4294870,50898,182,50898
6058837,60169,182,60169
6076535,15404,182,15404
4261664,30359b,182,30359
6101856,19723,179,19723
4609592,47299,179,47299
4262655,3005,182,30071
4646865,98138,182,98138
6253790,3070bpr0195,3,48276
4262663,3069b,182,30070
4221194,2569,182,2569
4625812,87993,179,87993
4222960,6141,182,30057
4280341,3023,182,6225
4552237,30153,182,30153
6125834,19859pat0006,182,19859
6186788,33388,9999,""
4256503,50858,135,50858
6159464,23447,182,23447
4248234,41671,191,41671
6074926,98138pr0023,182,17667
4238871,2412b,182,30244
6070057,16770,182,16770
6069865,15101,182,15101
4587346,85207pr0001,182,89670
4636185,93060,182,93060
4506847,47844,182,47844
6023955,30387,182,30387
6072635,15303,182,15303
6120912,30294,182,30294
4581517,87799,182,87799
6073456,15336c02,182,15336
6069867,15104,182,15104
6036800,11113pr0003,182,14114
4244369,54200,182,50746
6022650,3040b,182,6270
6126967,87544,182,74968
6070945,15105,182,15105
4655563,2412b,182,30244
4524365,58176,182,58176
6066085,11127,182,11127
4579262,3040b,182,6270
6013654,62360,182,62360
6117524,10178pr0008,182,21638
6109454,4740,182,30063
6125718,88517,182,88517
6125720,11438,182,11438
6055100,98233,191,98233
4235866,44807,183,44807
4616841,64727,191,64727
4614325,92205,1103,92205
6003002,3960,191,3960
6156683,88930,191,88930
4222705,33176,15,33176
6155001,41879a,191,41879
6369187,62361,78,62361
6092269,3069bpr0138,191,18872
6003000,32059,191,32059
6097509,3795,191,3795
6073040,3024,191,3024
6073501,973c38h02pr2654,191,76382
6100027,3001,191,3001
6020146,43722,191,43722
6369375,70681,378,70681
4164178,6179,320,6179
4588419,91871pr0001,191,91871
4248238,32523,191,32523
4540989,31213pr0027,191,84699
4525873,6041,191,6041
6181932,32028,191,32028
6173013,88293,191,88293
6170916,3660,191,3660
6099714,2420,191,2420
6173899,92950,191,92950
6023173,54200,191,54200
6173890,43711,191,43711
4515973,75931pr0001,191,75931
6239024,24607,40,35159
6019759,53908pr0001,191,12043
4619311,93224c01pr0001,191,95216
6125831,19859pat0005,182,19859
4622062,3069b,191,3069
6327548,32449,0,63782
4541710,3069b,182,30070
4565902,60902,191,60902
4546175,59577,191,59577
4538455,57544,191,57544
4649066,64647,182,64647
6173892,43710,191,43710
4542673,3024,182,30008
6016191,11164pat0001,182,11164
6024900,11110pr0003,191,13244
6369190,70681,78,70681
6454174,58846,0,58846
4284516,30109,191,30109
6071608,32474,191,32474
6052284,14734pr0001,191,15633
6020073,3710,191,3710
6079126,17355pr0001,191,18133
6028039,42061,191,42061
4649705,973c38h12pr1919,191,76382
6003004,3010,191,3010
4649711,3815,191,3815
6079862,973e092pr2744,191,88585
6020141,47753,191,47753
4229356,3001,191,3001
6003003,3004,191,3004
6102308,11568pr0002,191,19810
6017001,11609,191,11609
4284084,47454,191,47454
6023509,973c02h05pr2050,191,76382
6018828,47440c01,191,47440
6056479,3437pr0029,191,15958
4221628,3011,191,3011
6019082,98388pr0001,191,12201
4248230,32072,191,32072
6070627,15094pr0001,191,17412
6045944,11153,191,11153
6114314,20379c01pr0002,191,20379
6020181,3039,191,3039
6175161,6005,191,92903
6020145,43723,191,43723
4248902,32140,191,32140
4248235,32348,191,32348
6173895,52107,191,52107
6483483,35701,0,""
6141523,25505,191,25505
4224314,40666,191,40666
6055122,45301,191,45301
6096682,33183,191,33183
4248900,47296,191,47296
6022064,50950,191,50950
6115323,3069bpr0145,191,21246
6079127,62537pr0004,191,18137
4243947,4433,191,4433
6020147,3068b,191,3068
6015238,3049d,191,3049
6097507,60478,191,60478
6371584,78258,0,78258
6099792,973c38h03pr2857,191,76382
4259572,4066,191,4066
6442684,28551,15,28551
6097511,3020,191,3020
6097246,19118,191,19118
6028040,42060,191,42060
4248901,42003,191,42003
4226194,3437,191,3437
6116293,6179,191,6179
6109748,30565,191,30565
4286789,6254,191,6254
4290734,55436,191,55436
6117859,21490,191,21490
6083454,973c33h14pr2791,191,76382
6097098,18853,191,18853
4296943,54276,191,54276
4649714,3817,191,3817
6016637,11385pr0001,191,11385
6106029,6259,191,20430
6132324,3068bpr0279,191,24369
6099717,14719,191,14719
6351897,41749,4,41749
6131583,4286,191,4286
6361352,79743,323,79743
4284085,47430,191,47430
4521191,47298,191,47298
4498694,47327,191,47327
6131589,14769,191,14769
6024902,11110pr0004,191,13242
6170304,33291,191,28573
6003033,3022,191,3022
6136455,3665,191,3665
6295977,41879a,1,""
6020205,970c38pr0423,15,12630
6020098,4070a,191,4070
6132325,87079pr0083,191,24370
6115115,60474,191,60474
6023161,4460b,191,4460
6056288,11618,191,11618
4290324,6186,191,6186
6124635,3437pr0046,191,23717
6037431,973c22h12pr2368,191,76382
6108992,18527,191,18527
6101978,98133pr0012,191,19757
4647135,98354pr0001,191,98354
6142260,85975,191,85975
4621551,4175,191,4175
6065827,17018pr0001,191,17117
6023157,3040b,191,3040
6020074,3666,191,3666
6073042,3623,191,3623
4282860,49668,191,49668
4525867,41748,191,41748
6028026,41747,191,41747
6061576,14181,191,14181
4618429,973c38h03pr1765,191,88585
6110043,61409,191,61409
6237881,39778,191,39778
6134203,51342pat0010,191,57004
4525866,41747,191,41747
4583751,4495b,191,4495
4243952,30089a,191,30089
4654129,6636,191,6636
6315460,970c27pr2352,15,69426
6029307,12892pr0001,191,13373
6055103,2302,191,2302
4248903,32039,191,32039
6296037,92262,15,92262
6079693,4510,191,4510
4657863,4740,191,4740
6172935,88489,2,88489
6118819,3068bpr0258,191,21659
6404126,93606pr0010,4,100368
6133238,11203pr0012,191,24558
6134634,44728,191,21712
6134636,2340,191,2340
4525868,41764,191,41764
6056608,15515,191,15515
4243921,3031,191,3031
4248305,32174,191,32174
4248241,32310,191,32310
4248239,32316,191,32316
4547300,6511,191,6511
4277338,33121,191,33121
6005772,33121,191,33121
6019774,12044,191,12044
4285828,51385,191,51385
6077969,973c38h19pr2705,191,76382
4255059,51383,191,51383
4505944,57588,191,57588
4215440,6195,191,6195
4629838,62743,191,62743
4569319,53908pr0001,191,88691
4520276,31110,191,31110
6167776,11609,191,28619
6177209,27976,191,27976
4580496,89352,28,""
4613953,970c38,191,88584
6177204,28466,191,28466
6001515,93080,191,93080
4253727,51261,191,51261
4243949,30218,191,30218
6249666,44883,9999,""
4649722,970c38pr0282,191,99213
4649698,3814,191,3814
6061688,3622,191,3622
4504536,53563,191,53563
4243920,6256,191,6256
4282857,32553,191,32553
4591609,92213,191,92213
4621637,93092,191,93092
4496365,47457,191,47457
6092035,87087,191,87087
6404419,95270,28,95270
6366169,26603pr0071,379,80814
6374116,18978,26,18978
6378110,34103,2,34103
6357614,6179,322,6179
6008275,970c38pr0349,191,10894
6182797,2654pr0012,191,32738
6099725,63864,191,63864
6083433,970c38pr0731,191,18475
6097766,16175pr0002,191,16175
6103455,18974,191,18974
6099728,11477,191,11477
6106015,11291,191,11291
6078530,973c02h07pr2727,191,76382
6172361,32235,191,32235
4655300,6179pr0022,0,73142
6343565,10509pr0007,19,10509
6028037,41748,191,41748
4264138,2439,191,2439
6002999,87611,191,87611
6116987,86500,191,86500
6034175,2357,191,2357
6057745,3437pr0030,191,16236
6057372,973c38h14pr2518,191,88585
6133823,33243,191,33243
6133815,48092,191,48092
6056425,15580,191,15580
6022078,30357,191,30357
6122117,22380,191,22380
4497186,3676,0,""
6011982,11055,191,11055
6145215,24201,191,24201
6146944,42023,191,42023
6146938,87611,191,87611
6132853,11203,191,11203
6172370,18653,191,18653
6074805,3962b,191,3962
6034814,51704,191,51704
6099658,970c38pr0778,191,19432
4501002,4066pr0225,191,58662
6002312,970c38pr0282,191,10279
6174321,92259,191,92259
4243929,3032,191,3032
6253679,49142,9999,""
4217561,30287,70,""
4519541,60176,191,60176
6353960,39742pr0003,322,79574
6385228,973c25h27pr5890,378,76382
4525681,62664,191,62664
6031315,973c38h03pr2318,191,88585
6366690,4162pr0087,0,81283
6056632,11197,191,11197
4519536,61054,191,61054
6023185,6091,191,6091
4173816,4173816,9999,""
4589494,89352,19,""
6037810,93082,191,93082
4284042,56626,9999,""
4519542,61053,191,61053
6056437,3437pr0024,191,15950
6035590,6005,191,92903
6099733,87609,191,87609
4275220,53657,191,53657
4287612,47431,191,47431
6059338,6070,191,6070
4500323,59490pat0003,191,57559
4624026,93277,191,93277
6405151,3626cpr3810,1103,100475
4498070,57557pat0001,191,57557
4632627,90638,191,90638
4544661,64304,191,64304
4563638,64327,191,64327
4282855,44036,191,44036
6072668,2431,191,2431
6105957,18746,191,18746
6096091,93092,191,18658
6151065,3456,191,3456
6078294,15571,191,15571
6028736,3023,191,3023
4243776,3022,191,3022
6032919,3665,191,3665
6432361,15279,26,31576
4248237,32175,191,32175
6125323,3070bpr0153,191,23815
6105766,18649,191,18649
6131694,11213,191,11213
6132409,32001,191,32001
6132408,3709,191,3709
409443,4094b,33,""
4255067,31110,191,31110
6122504,15573,191,15573
4625279,93081,191,93081
6064461,85941,191,85941
6378425,26603pr0066,19,89853
6093272,3031,191,3031
6093459,60470b,191,60470
6271865,44375bpr9996,272,59938
6065504,3070b,191,3070
6058716,6256pr0001,191,16354
6097037,11833,191,11833
4292653,50898,191,50898
6058983,31213pr0024,191,16389
6082546,4742,191,4742
4525871,3068b,191,3068
6099445,3437pr0040,191,19349
6122876,970c38pr0916,191,23011
4548539,53916,191,53916
4243668,3852b,191,3852
6122557,973c38h01pr3117,191,88585
4525869,41765,191,41765
6122279,15504pr0001,191,22428
4541298,4559c01,191,64668
6132206,23763pr0002,191,24128
6103385,973e063pr2910,191,76382
6058140,3437pr0031,191,16320
6133332,24199,191,24199
4163601,6179,73,6179
6133805,93095,191,18971
6069171,15672,191,15672
6401260,973c42h12pr6184,15,76382
6109849,15407,191,15407
6132217,970c38pr0977,191,24334
6104663,72326,191,72326
6021341,47755,191,47755
6020182,48933,191,48933
6102447,60208,191,60208
6116536,87079pr0076,191,21447
6055785,6064,191,6064
4234521,48446,135,""
6015235,50373,191,50373
6051504,57906,191,57906
6058111,4285b,191,4285
6101168,31213pr0022,191,19344
6100427,93353,191,93353
4253725,51260,191,51260
4296946,53989,191,53989
4285350,71861,191,71861
4276096,31213,191,31213
6020106,92946,191,92946
4516773,31213pr0019,191,61281
6034425,13392pr0001,212,13987
6138741,24101c02,191,24101
6060818,14923,191,14923
6160342,973c29h01pr3539,212,88585
6022552,973c27h01pr2231,212,76382
6172536,973c29h01pr3627,212,4892
4648859,99056,212,99056
6019070,93090pr0003,212,12216
6160305,25128c01pr0001,212,27985
4216917,3001,212,3001
4223920,4895,212,4895
6132814,973c29h01pr3208,212,76382
6133826,93273,191,93273
6138744,24104c02,191,24104
6061685,3005,191,3005
6013676,90636,191,90636
4624184,33291,191,33291
4144268,32575,4,""
4243636,4207,191,4207
6382001,16925c01pr0165,1,35642
6398234,11408c01pr0011,78,73161
6198993,973c03h19pr3684,0,76382
6006224,10716,212,10716
6153141,973c29h01pr3434,212,76382
6055724,15875c01pr0003,212,15875
6022500,3626cpr1124,212,12858
4599545,60474,212,60474
6022550,973c27h01pr2229,212,76382
6035577,87081,212,87081
6097814,973g29c01h01pr2838,212,16360
6044338,10193,212,10193
6132846,973c29h01pr3214,212,76382
4272994,3848,132,53610
6230493,68609pr0002,3,38153
4653180,970c29pr0289,212,99720
6020228,95351pr0004,212,12641
4184024,6179,25,6179
6008016,88686,85,88686
4651114,47510pr0002,212,47510
6056240,3943b,212,3943
6160334,95678pr0004,212,27992
4600613,91405,212,91405
6056239,4286,212,4286
6056969,85974pr0003,212,16059
6133122,92820c01pr0005,212,23896
4654833,31169,212,31169
4651118,47511pr0005,212,47511
6182794,3622pr0013,212,32734
6022501,3626cpr1125,212,12859
4586922,87840,212,87840
6184484,3024,212,3024
6069979,13523pr0002,212,17269
6103678,3626cpr1620,212,20162
4623175,3710,212,3710
4260808,51708,212,51708
6135544,2449pr0001,212,24930
6139072,15875c01pr0011,212,15875
4621165,6231,212,6231
6074915,4282,212,4282
6133056,30367c,212,30367
4618422,973e077pr1752,212,88585
6134253,30076,212,30076
4624297,4066,212,4066
6000803,4895,212,76338
6132418,3020,212,3020
4260819,4672,212,4672
